"Mod name","Registry name","Item ID","Display name"
"AstikorCarts","astikorcarts:animal_cart",4107,"Animal Cart"
"AstikorCarts","astikorcarts:plow",4106,"Plow"
"AstikorCarts","astikorcarts:supply_cart",4105,"Supply Cart"
"AstikorCarts","astikorcarts:wheel",4104,"Wheel"
"Autumnity","autumnity:autumn_crocus",4113,"Autumn Crocus"
"Autumnity","autumnity:carved_large_pumpkin_slice",4123,"Carved Large Pumpkin Slice"
"Autumnity","autumnity:chiseled_snail_shell_bricks",4135,"Chiseled Snail Shell Bricks"
"Autumnity","autumnity:cooked_turkey",4115,"Cooked Turkey"
"Autumnity","autumnity:cooked_turkey_piece",4201,"Cooked Turkey Piece"
"Autumnity","autumnity:cupric_jack_o_lantern",4121,"Cupric Jack o'Lantern"
"Autumnity","autumnity:ender_jack_o_lantern",4120,"Ender Jack o'Lantern"
"Autumnity","autumnity:foul_berries",4193,"Foul Berries"
"Autumnity","autumnity:foul_berry_basket",4117,"Basket of Foul Berries"
"Autumnity","autumnity:foul_berry_pips",4194,"Foul Berry Pips"
"Autumnity","autumnity:foul_soup",4195,"Foul Soup"
"Autumnity","autumnity:large_cupric_jack_o_lantern_slice",4128,"Large Cupric Jack o'Lantern Slice"
"Autumnity","autumnity:large_ender_jack_o_lantern_slice",4127,"Large Ender Jack o'Lantern Slice"
"Autumnity","autumnity:large_jack_o_lantern_slice",4124,"Large Jack o'Lantern Slice"
"Autumnity","autumnity:large_maple_boat",4190,"Large Maple Boat"
"Autumnity","autumnity:large_pumpkin_slice",4122,"Large Pumpkin Slice"
"Autumnity","autumnity:large_redstone_jack_o_lantern_slice",4126,"Large Redstone Jack o'Lantern Slice"
"Autumnity","autumnity:large_soul_jack_o_lantern_slice",4125,"Large Soul Jack o'Lantern Slice"
"Autumnity","autumnity:maple_beehive",4160,"Maple Beehive"
"Autumnity","autumnity:maple_boards",4157,"Maple Boards"
"Autumnity","autumnity:maple_boat",4187,"Maple Boat"
"Autumnity","autumnity:maple_bookshelf",4158,"Maple Bookshelf"
"Autumnity","autumnity:maple_button",4151,"Maple Button"
"Autumnity","autumnity:maple_chest",4161,"Maple Chest"
"Autumnity","autumnity:maple_chest_boat",4188,"Maple Boat with Chest"
"Autumnity","autumnity:maple_door",4154,"Maple Door"
"Autumnity","autumnity:maple_fence",4152,"Maple Fence"
"Autumnity","autumnity:maple_fence_gate",4153,"Maple Fence Gate"
"Autumnity","autumnity:maple_furnace_boat",4189,"Maple Boat with Furnace"
"Autumnity","autumnity:maple_hedge",4171,"Maple Hedge"
"Autumnity","autumnity:maple_ladder",4159,"Maple Ladder"
"Autumnity","autumnity:maple_leaf_banner_pattern",4202,"Banner Pattern"
"Autumnity","autumnity:maple_leaf_carpet",4170,"Maple Leaf Carpet"
"Autumnity","autumnity:maple_leaf_pile",4169,"Pile of Maple Leaves"
"Autumnity","autumnity:maple_leaves",4167,"Maple Leaves"
"Autumnity","autumnity:maple_log",4145,"Maple Log"
"Autumnity","autumnity:maple_planks",4147,"Maple Planks"
"Autumnity","autumnity:maple_post",4166,"Maple Post"
"Autumnity","autumnity:maple_pressure_plate",4150,"Maple Pressure Plate"
"Autumnity","autumnity:maple_sapling",4168,"Maple Sapling"
"Autumnity","autumnity:maple_sign",4156,"Maple Sign"
"Autumnity","autumnity:maple_slab",4149,"Maple Slab"
"Autumnity","autumnity:maple_stairs",4148,"Maple Stairs"
"Autumnity","autumnity:maple_trapdoor",4155,"Maple Trapdoor"
"Autumnity","autumnity:maple_trapped_chest",4162,"Maple Trapped Chest"
"Autumnity","autumnity:maple_vertical_slab",4164,"Maple Vertical Slab"
"Autumnity","autumnity:maple_wood",4146,"Maple Wood"
"Autumnity","autumnity:orange_maple_hedge",4181,"Orange Maple Hedge"
"Autumnity","autumnity:orange_maple_leaf_carpet",4180,"Orange Maple Leaf Carpet"
"Autumnity","autumnity:orange_maple_leaf_pile",4179,"Pile of Orange Maple Leaves"
"Autumnity","autumnity:orange_maple_leaves",4177,"Orange Maple Leaves"
"Autumnity","autumnity:orange_maple_sapling",4178,"Orange Maple Sapling"
"Autumnity","autumnity:pancake",4112,"Pancake"
"Autumnity","autumnity:pumpkin_bread",4196,"Pumpkin Bread"
"Autumnity","autumnity:red_maple_hedge",4186,"Red Maple Hedge"
"Autumnity","autumnity:red_maple_leaf_carpet",4185,"Red Maple Leaf Carpet"
"Autumnity","autumnity:red_maple_leaf_pile",4184,"Pile of Red Maple Leaves"
"Autumnity","autumnity:red_maple_leaves",4182,"Red Maple Leaves"
"Autumnity","autumnity:red_maple_sapling",4183,"Red Maple Sapling"
"Autumnity","autumnity:redstone_jack_o_lantern",4119,"Redstone Jack o'Lantern"
"Autumnity","autumnity:sap_bottle",4191,"Sap Bottle"
"Autumnity","autumnity:sappy_maple_log",4143,"Sappy Maple Log"
"Autumnity","autumnity:sappy_maple_wood",4144,"Sappy Maple Wood"
"Autumnity","autumnity:snail_goo",4110,"Snail Goo"
"Autumnity","autumnity:snail_goo_block",4111,"Snail Goo Block"
"Autumnity","autumnity:snail_shell_block",4129,"Snail Shell Block"
"Autumnity","autumnity:snail_shell_brick_slab",4132,"Snail Shell Brick Slab"
"Autumnity","autumnity:snail_shell_brick_stairs",4131,"Snail Shell Brick Stairs"
"Autumnity","autumnity:snail_shell_brick_vertical_slab",4134,"Snail Shell Brick Vertical Slab"
"Autumnity","autumnity:snail_shell_brick_wall",4133,"Snail Shell Brick Wall"
"Autumnity","autumnity:snail_shell_bricks",4130,"Snail Shell Bricks"
"Autumnity","autumnity:snail_shell_chestplate",4198,"Snail Shell Chestplate"
"Autumnity","autumnity:snail_shell_piece",4197,"Snail Shell Piece"
"Autumnity","autumnity:snail_shell_tile_slab",4138,"Snail Shell Tile Slab"
"Autumnity","autumnity:snail_shell_tile_stairs",4137,"Snail Shell Tile Stairs"
"Autumnity","autumnity:snail_shell_tile_vertical_slab",4140,"Snail Shell Tile Vertical Slab"
"Autumnity","autumnity:snail_shell_tile_wall",4139,"Snail Shell Tile Wall"
"Autumnity","autumnity:snail_shell_tiles",4136,"Snail Shell Tiles"
"Autumnity","autumnity:snail_spawn_egg",4204,"Snail Spawn Egg"
"Autumnity","autumnity:soul_jack_o_lantern",4118,"Soul Jack o'Lantern"
"Autumnity","autumnity:stripped_maple_log",4141,"Stripped Maple Log"
"Autumnity","autumnity:stripped_maple_post",4165,"Stripped Maple Post"
"Autumnity","autumnity:stripped_maple_wood",4142,"Stripped Maple Wood"
"Autumnity","autumnity:swirl_banner_pattern",4203,"Banner Pattern"
"Autumnity","autumnity:syrup_bottle",4192,"Syrup Bottle"
"Autumnity","autumnity:turkey",4114,"Raw Turkey"
"Autumnity","autumnity:turkey_egg",4199,"Turkey Egg"
"Autumnity","autumnity:turkey_egg_crate",4116,"Turkey Egg Crate"
"Autumnity","autumnity:turkey_piece",4200,"Raw Turkey Piece"
"Autumnity","autumnity:turkey_spawn_egg",4205,"Turkey Spawn Egg"
"Autumnity","autumnity:vertical_maple_planks",4163,"Vertical Maple Planks"
"Autumnity","autumnity:yellow_maple_hedge",4176,"Yellow Maple Hedge"
"Autumnity","autumnity:yellow_maple_leaf_carpet",4175,"Yellow Maple Leaf Carpet"
"Autumnity","autumnity:yellow_maple_leaf_pile",4174,"Pile of Yellow Maple Leaves"
"Autumnity","autumnity:yellow_maple_leaves",4172,"Yellow Maple Leaves"
"Autumnity","autumnity:yellow_maple_sapling",4173,"Yellow Maple Sapling"
"Biomes O' Plenty","biomesoplenty:barley",3977,"Barley"
"Biomes O' Plenty","biomesoplenty:black_sand",3743,"Black Sand"
"Biomes O' Plenty","biomesoplenty:black_sandstone",3744,"Black Sandstone"
"Biomes O' Plenty","biomesoplenty:black_sandstone_slab",3746,"Black Sandstone Slab"
"Biomes O' Plenty","biomesoplenty:black_sandstone_stairs",3745,"Black Sandstone Stairs"
"Biomes O' Plenty","biomesoplenty:black_sandstone_wall",3747,"Black Sandstone Wall"
"Biomes O' Plenty","biomesoplenty:blackstone_bulb",3997,"Blackstone Bulb"
"Biomes O' Plenty","biomesoplenty:blackstone_spines",3996,"Blackstone Spines"
"Biomes O' Plenty","biomesoplenty:blood",3720,"Blood"
"Biomes O' Plenty","biomesoplenty:blood_bucket",4033,"Blood Bucket"
"Biomes O' Plenty","biomesoplenty:blue_hydrangea",3957,"Blue Hydrangea"
"Biomes O' Plenty","biomesoplenty:bop_icon",4030,"BOP Icon"
"Biomes O' Plenty","biomesoplenty:bramble",3982,"Bramble"
"Biomes O' Plenty","biomesoplenty:brimstone",3759,"Brimstone"
"Biomes O' Plenty","biomesoplenty:brimstone_bud",3990,"Brimstone Bud"
"Biomes O' Plenty","biomesoplenty:brimstone_cluster",3991,"Brimstone Cluster"
"Biomes O' Plenty","biomesoplenty:brimstone_fumarole",3760,"Brimstone Fumarole"
"Biomes O' Plenty","biomesoplenty:burning_blossom",3955,"Burning Blossom"
"Biomes O' Plenty","biomesoplenty:bush",3970,"Bush"
"Biomes O' Plenty","biomesoplenty:cattail",3976,"Cattail"
"Biomes O' Plenty","biomesoplenty:cherry_boat",4049,"Cherry Boat"
"Biomes O' Plenty","biomesoplenty:cherry_button",3825,"Cherry Button"
"Biomes O' Plenty","biomesoplenty:cherry_chest_boat",4050,"Cherry Boat with Chest"
"Biomes O' Plenty","biomesoplenty:cherry_door",3822,"Cherry Door"
"Biomes O' Plenty","biomesoplenty:cherry_fence",3820,"Cherry Fence"
"Biomes O' Plenty","biomesoplenty:cherry_fence_gate",3821,"Cherry Fence Gate"
"Biomes O' Plenty","biomesoplenty:cherry_log",3813,"Cherry Log"
"Biomes O' Plenty","biomesoplenty:cherry_planks",3817,"Cherry Planks"
"Biomes O' Plenty","biomesoplenty:cherry_pressure_plate",3824,"Cherry Pressure Plate"
"Biomes O' Plenty","biomesoplenty:cherry_sign",4036,"Cherry Sign"
"Biomes O' Plenty","biomesoplenty:cherry_slab",3819,"Cherry Slab"
"Biomes O' Plenty","biomesoplenty:cherry_stairs",3818,"Cherry Stairs"
"Biomes O' Plenty","biomesoplenty:cherry_trapdoor",3823,"Cherry Trapdoor"
"Biomes O' Plenty","biomesoplenty:cherry_wood",3814,"Cherry Wood"
"Biomes O' Plenty","biomesoplenty:chiseled_black_sandstone",3753,"Chiseled Black Sandstone"
"Biomes O' Plenty","biomesoplenty:chiseled_orange_sandstone",3742,"Chiseled Orange Sandstone"
"Biomes O' Plenty","biomesoplenty:chiseled_white_sandstone",3731,"Chiseled White Sandstone"
"Biomes O' Plenty","biomesoplenty:clover",3971,"Clover"
"Biomes O' Plenty","biomesoplenty:cut_black_sandstone",3751,"Cut Black Sandstone"
"Biomes O' Plenty","biomesoplenty:cut_black_sandstone_slab",3752,"Cut Black Sandstone Slab"
"Biomes O' Plenty","biomesoplenty:cut_orange_sandstone",3740,"Cut Orange Sandstone"
"Biomes O' Plenty","biomesoplenty:cut_orange_sandstone_slab",3741,"Cut Orange Sandstone Slab"
"Biomes O' Plenty","biomesoplenty:cut_white_sandstone",3729,"Cut White Sandstone"
"Biomes O' Plenty","biomesoplenty:cut_white_sandstone_slab",3730,"Cut White Sandstone Slab"
"Biomes O' Plenty","biomesoplenty:dead_boat",4059,"Dead Boat"
"Biomes O' Plenty","biomesoplenty:dead_branch",3981,"Dead Branch"
"Biomes O' Plenty","biomesoplenty:dead_button",3900,"Dead Button"
"Biomes O' Plenty","biomesoplenty:dead_chest_boat",4060,"Dead Boat with Chest"
"Biomes O' Plenty","biomesoplenty:dead_door",3897,"Dead Door"
"Biomes O' Plenty","biomesoplenty:dead_fence",3895,"Dead Fence"
"Biomes O' Plenty","biomesoplenty:dead_fence_gate",3896,"Dead Fence Gate"
"Biomes O' Plenty","biomesoplenty:dead_grass",3975,"Dead Grass"
"Biomes O' Plenty","biomesoplenty:dead_leaves",3887,"Dead Leaves"
"Biomes O' Plenty","biomesoplenty:dead_log",3888,"Dead Log"
"Biomes O' Plenty","biomesoplenty:dead_planks",3892,"Dead Planks"
"Biomes O' Plenty","biomesoplenty:dead_pressure_plate",3899,"Dead Pressure Plate"
"Biomes O' Plenty","biomesoplenty:dead_sapling",3886,"Dead Sapling"
"Biomes O' Plenty","biomesoplenty:dead_sign",4041,"Dead Sign"
"Biomes O' Plenty","biomesoplenty:dead_slab",3894,"Dead Slab"
"Biomes O' Plenty","biomesoplenty:dead_stairs",3893,"Dead Stairs"
"Biomes O' Plenty","biomesoplenty:dead_trapdoor",3898,"Dead Trapdoor"
"Biomes O' Plenty","biomesoplenty:dead_wood",3889,"Dead Wood"
"Biomes O' Plenty","biomesoplenty:desert_grass",3974,"Desert Grass"
"Biomes O' Plenty","biomesoplenty:dried_salt",3756,"Dried Salt"
"Biomes O' Plenty","biomesoplenty:dune_grass",3973,"Dune Grass"
